country,age,gender,occupation,asset_id,image_url
日本,22,女性,模特,asset-20260224225852-b74zt,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/d1e9093bb06da5c7-asset-20260224225852-b74zt.png
南非,40,男性,野生动物管理员,asset-20260224225735-htvwh,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/26cc40c172771d25-asset-20260224225735-htvwh.png
英国,52,男性,演员,asset-20260224225930-4gwp4,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/5c3b6290b9b64f9f-asset-20260224225930-4gwp4.png
尼日利亚,50,男性,网约车司机,asset-20260310030146-6b7gg,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/51071a9ffc345aea-asset-20260310030146-6b7gg.png
西班牙,29,女性,房产中介,asset-20260310025210-n4wph,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/be58cdb5ab1c53f3-asset-20260310025210-n4wph.png
英国,60,男性,演员,asset-20260224225927-499xg,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/d66e6f77c28fb832-asset-20260224225927-499xg.png
荷兰,40,男性,工程师,asset-20260224225731-6bmnh,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/96378ba6a0b7cd94-asset-20260224225731-6bmnh.png
波兰,24,男性,客服,asset-20260310033017-jqrzc,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/e7d8d6a09e4d2f9a-asset-20260310033017-jqrzc.png
秘鲁,34,女性,模特,asset-20260320094054-299gp,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/a213fd9cf87f2ee6-asset-20260320094054-299gp.png
中国,25,女性,DJ/音乐制作人,asset-20260320084543-nfl9x,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/296783c0a568b86b-asset-20260320084543-nfl9x.png
中国,23,女性,网红/主播,asset-20260320095351-q975r,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/23a5af521b88a922-asset-20260320095351-q975r.png
韩国,25,女性,银行柜员,asset-20260330153255-xt2dk,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/177b44c6a2815906-asset-20260330153255-xt2dk.png
日本,29,女性,空姐/空少,asset-20260330154313-5gv6j,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/6f8b1798285d1352-asset-20260330154313-5gv6j.png
日本,24,女,护士,asset-20260320074604-z2z6q,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/3d8d4705cd5ba969-asset-20260320074604-z2z6q.png
丹麦,45,男性,演员,asset-20260224230003-zlprh,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/c6f8667506f8a65f-asset-20260224230003-zlprh.png
意大利,19,女,咖啡师,asset-20260311091812-fh9db,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/bc77ac002e388d20-asset-20260311091812-fh9db.png
喀麦隆,33,男性,设计师,asset-20260310030841-nbqkd,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/449c1a9afaca63b2-asset-20260310030841-nbqkd.png
越南,22,女性,文员/行政,asset-20260320093350-6z5p9,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/4c24aba7e27a50c1-asset-20260320093350-6z5p9.png
日本,26,男性,模特,asset-20260224225938-glt24,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/2d40e5d60a72a654-asset-20260224225938-glt24.png
中国,55,男性,网红/主播,asset-20260224225614-dkbmk,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/f231a2f3fa76a3df-asset-20260224225614-dkbmk.png
法国,28,女性,宠物美容师,asset-20260310030724-f92xw,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/4a3e7e0e52a1d70d-asset-20260310030724-f92xw.png
中国,36,男性,摄影师,asset-20260224225709-6gzrh,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/361601b6b6a7e7cf-asset-20260224225709-6gzrh.png
沙特阿拉伯,32,男,会计,asset-20260224195710-wbvbk,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/932d9faba3114cd2-asset-20260224195710-wbvbk.png
中国,58,女性,会计,asset-20260310032630-lt692,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/7aef99c979fff77d-asset-20260310032630-lt692.png
加纳,27,男性,DJ/音乐制作人,asset-20260310023244-9qzt5,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/75fb9f48799e0068-asset-20260310023244-9qzt5.png
